Rank,Ensemble ID,Name,Position (hg19),MinEnergy,Binding site(query),Binding site(target),location,SumEnergy,lncRNA,Name_lncRNA
34,ENST00000597958,RP11-137L10.6,chr10:75256046-75279658 ,-61.8,76-128,375-427,ncRNA,-137.1,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
35,ENST00000436152,IFFO1,chr12:6647542-6661066 ,-61.6,76-131,2383-2438,UTR3,-297.7,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
36,ENST00000234453,PLEKHA3,chr2:179345196-179381189 ,-61.6,16-84,7544-7612,UTR3,-1920.4,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
37,ENST00000429808,LINC00426,chr13:30931403-30938333 ,-61.6,76-129,213-266,ncRNA,-108,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
38,ENST00000262715,TEP1,chr14:20833827-20881580 ,-61.6,76-134,9016-9074,UTR3,-1358,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
39,ENST00000318245,C13orf45,chr13:76445188-76457947 ,-61.6,76-134,281-339,CDS,-242.3,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
40,ENST00000355086,SRGAP1,chr12:64238074-64541613 ,-61.5,16-100,6176-6260,UTR3,-1154.9,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
41,ENST00000296257,SENP2,chr3:185303963-185351339 ,-61.4,76-134,4435-4493,UTR3,-985.3,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
42,ENST00000509910,ATG12,chr5:115163898-115177555 ,-61.3,35-95,2645-2705,UTR3,-802.9,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
43,ENST00000394132,TTC23,chr15:99676529-99789763 ,-61.3,76-133,403-460,UTR5,-411.1,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
44,ENST00000366559,KMO,chr1:241695435-241758944 ,-60.8,25-84,2645-2704,UTR3,-870.2,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
45,ENST00000590657,LINC00665,chr19:36803970-36806639 ,-60.7,76-134,1267-1325,ncRNA,-458.1,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
46,ENST00000523895,OSGEPL1-AS1,chr2:190627566-190630053 ,-60.7,76-129,112-165,ncRNA,-147,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
47,ENST00000555861,RP11-544I20.2,chr14:64796150-64803287 ,-60.6,76-127,777-828,ncRNA,-427.9,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
48,ENST00000334049,GNAL,chr18:11688956-11885684 ,-60.4,38-86,4790-4838,UTR3,-730.2,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
49,ENST00000592983,PIGW,chr17:34890870-34894703 ,-60.1,76-129,2272-2325,UTR3,-348.9,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
50,ENST00000546474,BRF1,chr14:105675624-105781926 ,-60.1,76-129,5082-5135,UTR5,-1997.7,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
51,ENST00000600473,AC008982.2,chr19:39335370-39336139 ,-60.1,76-128,152-204,ncRNA,-95.4,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
52,ENST00000282406,PLEKHH2,chr2:43864413-43995126 ,-60,76-129,5634-5687,UTR3,-1179.3,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
53,ENST00000064724,CLDN11,chr3:170136654-170151887 ,-60,76-129,1251-1304,UTR3,-303.7,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
54,ENST00000493866,NDUFB5,chr3:179322580-179345435 ,-60,107-158,2940-2991,UTR3,-631.2,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
55,ENST00000555967,CTD-2134A5.4,chr14:104320704-104346448 ,-60,21-84,470-533,ncRNA,-222.8,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
56,ENST00000442218,SLC48A1,chr12:48166992-48176536 ,-59.9,34-86,1073-1125,UTR3,-502.7,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
57,ENST00000391853,NOSIP,chr19:50058971-50083803 ,-59.7,76-134,43-101,UTR5,-201.3,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
58,ENST00000460707,RP11-572M11.4,chr3:112738389-112829322 ,-59.6,76-134,404-462,ncRNA,-153,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
59,ENST00000519807,RPS20,chr8:56979855-56987068 ,-59.6,76-134,600-658,UTR3,-300.3,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
60,ENST00000534904,RP11-64D24.4,chr11:114231358-114250767 ,-59.4,76-129,2908-2961,ncRNA,-698.5,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
61,ENST00000580459,RP11-6N17.4,chr17:45969221-45973158 ,-59.4,14-84,3155-3225,ncRNA,-598.1,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
62,ENST00000400353,LINC00649,chr21:35303519-35343487 ,-59.1,76-129,1900-1953,ncRNA,-257.2,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
63,ENST00000427447,LINC00649,chr21:35303465-35349992 ,-59.1,76-129,2429-2482,ncRNA,-1065.1,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
64,ENST00000602396,RP6-91H8.5,chr14:71685818-71689441 ,-59.1,77-134,141-198,ncRNA,-457.5,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
65,ENST00000607434,RP5-1112D6.8,chr6:111630407-111634720 ,-59.1,76-134,2640-2698,ncRNA,-718.6,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
66,ENST00000445922,BAG5,chr14:104022883-104028655 ,-59.1,76-129,3441-3494,UTR3,-762,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
67,ENST00000522362,PNMA2,chr8:26362203-26371608 ,-59,107-158,3654-3705,UTR3,-680.1,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
68,ENST00000304385,TMEM154,chr4:153539785-153601317 ,-59,16-87,3877-3948,UTR3,-1673.2,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
69,ENST00000356387,ORAI2,chr7:102073997-102097268 ,-58.9,76-134,7711-7769,UTR3,-1145.5,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
70,ENST00000316097,SCAMP4,chr19:1905214-1926016 ,-58.9,76-129,1810-1863,UTR3,-294.8,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
71,ENST00000222482,CPA4,chr7:129932994-129964019 ,-58.9,21-83,2089-2151,UTR3,-363.7,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
72,ENST00000607218,RP3-475N16.1,chr6:42911479-42916098 ,-58.9,Jul-86,294-373,ncRNA,-129.4,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
73,ENST00000455228,AC114788.2,chr2:239840999-239847965 ,-58.8,76-134,1931-1989,ncRNA,-441.5,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
74,ENST00000607051,RP11-1250I15.3,chr5:34158227-34158872 ,-58.8,76-134,21-79,ncRNA,-151.5,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
75,ENST00000320623,NQO1,chr16:69743305-69760854 ,-58.7,76-129,2002-2055,UTR3,-471.8,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
76,ENST00000412349,RP11-24J23.2,chr1:64560126-64577888 ,-58.7,76-133,752-809,ncRNA,-240,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
77,ENST00000338758,PARVB,chr22:44420158-44568829 ,-58.6,76-129,2225-2278,UTR3,-603.5,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
78,ENST00000421331,NEXN-AS1,chr1:78347034-78355224 ,-58.4,76-134,1755-1813,ncRNA,-379.2,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
79,ENST00000450327,LINC00426,chr13:30931883-30946511 ,-58.3,77-129,175-227,ncRNA,-124.1,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
80,ENST00000420219,LINC00426,chr13:30931880-30951282 ,-58.3,77-129,804-856,ncRNA,-180.7,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
81,ENST00000260257,FDXACB1,chr11:111744781-111749904 ,-58.3,Jan-84,2328-2414,UTR3,-365.6,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
82,ENST00000588811,RP11-203B9.4,chr6:56979723-57035847 ,-58.3,21-84,113-176,ncRNA,-222.5,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
83,ENST00000593184,COX6B2,chr19:55861077-55866079 ,-58.1,76-134,1681-1739,UTR3,-354.7,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
84,ENST00000360150,ERGIC2,chr12:29490286-29534086 ,-58.1,105-157,4186-4238,UTR3,-966,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
85,ENST00000225388,NUFIP2,chr17:27582855-27621136 ,-58.1,16-100,7322-7406,UTR3,-1441.8,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
86,ENST00000304788,NANP,chr20:25593572-25604811 ,-58,21-100,2129-2208,UTR3,-577,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
87,ENST00000220058,MTFMT,chr15:65294846-65321965 ,-57.9,15-100,1499-1584,UTR3,-359,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
88,ENST00000360121,SPN,chr16:29674581-29681811 ,-57.8,15-85,1670-1740,UTR3,-868.1,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
89,ENST00000448803,ZSCAN2,chr15:85144237-85166947 ,-57.8,76-129,3224-3277,UTR3,-547.9,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
90,ENST00000444482,RP13-216E22.4,chrX:73168809-73169393 ,-57.5,80-134,32-86,ncRNA,-296.5,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
91,ENST00000443219,RP4-655J12.4,chr1:116995269-117021464 ,-57.4,76-129,353-406,ncRNA,-183.7,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
92,ENST00000598846,RP1-283E3.8,chr1:1634176-1669127 ,-57.4,76-130,2363-2417,ncRNA,-810.3,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
93,ENST00000356499,RP11-323J4.1,chr4:99172840-99182781 ,-57.2,76-131,96-151,ncRNA,-126.6,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
94,ENST00000296252,LIPH,chr3:185224051-185270401 ,-57.2,76-134,2933-2991,UTR3,-738.3,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
95,ENST00000435356,AC105020.1,chr15:75970673-75973093 ,-57.1,21-84,1605-1668,UTR3,-398.3,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
96,ENST00000319545,MRI1,chr19:13875347-13885096 ,-57.1,76-129,2442-2495,UTR3,-343.6,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
97,ENST00000431554,RP11-411K7.1,chr6:53794845-53862465 ,-57,76-134,340-398,ncRNA,-478.6,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
98,ENST00000434834,NDUFA6-AS1,chr22:42487407-42521007 ,-57,76-134,205-263,ncRNA,-130.2,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
99,ENST00000405508,TOX4,chr14:21944915-21967319 ,-57,76-128,3090-3142,UTR3,-755.4,ENST00000430471,ENSG00000224818.1
,,,,,,,,,ENST00000430471,ENSG00000224818.1
100,ENST00000432733,LINC00608,chr2:219841007-219844382 ,-56.8,76-128,2418-2470,ncRNA,-482.8,ENST00000430471,ENSG00000224818.1
1,ENST00000325110,HMGCS1,chr5:43289498-43313595 ,-291.4,1912-2125,3156-3389,UTR3,-2808.3,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
2,ENST00000281146,C4orf33,chr4:130014473-130037795 ,-44.2,Jan-58,5027-5096,UTR3,-4312.3,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
3,ENST00000336949,MID1IP1,chrX:38662987-38665790 ,-42.7,358-414,1525-1581,UTR3,-714.8,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
4,ENST00000536949,RP11-443N24.2,chr12:25935641-25967105 ,-40.5,367-423,278-334,ncRNA,-445.5,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
5,ENST00000421528,OMA1,chr1:58933600-59004490 ,-39.9,372-423,1343-1394,UTR3,-1055.3,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
6,ENST00000262442,DNAH9,chr17:11501749-11873065 ,-39.4,1411-1463,4355-4407,CDS,-4616.1,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
7,ENST00000446923,ZEB1,chr10:31610065-31818741 ,-39.4,1968-2015,1591-1638,CDS,-3772.1,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
8,ENST00000455584,RP11-385D13.1,chr17:15474806-15554967 ,-39.2,386-460,4163-4237,UTR3,-2605,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
9,ENST00000565700,RP11-517C16.2,chr16:84492866-84500967 ,-39.1,269-316,2678-2725,ncRNA,-813.3,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
10,ENST00000370132,DBT,chr1:100652476-100715390 ,-38.8,807-857,6272-6322,UTR3,-6606.7,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
11,ENST00000418539,BCYRN1,chr2:47558200-47571656 ,-38.8,354-423,5146-5215,ncRNA,-4878.9,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
12,ENST00000398600,MX1,chr21:42792443-42831141 ,-38.2,362-423,3276-3337,UTR3,-1282.5,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
13,ENST00000342292,GPR179,chr17:36481494-36499693 ,-38,785-836,6427-6478,CDS,-2245.8,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
14,ENST00000368648,EBF3,chr10:131633548-131762105 ,-38,809-865,2244-2300,UTR3,-2158.7,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
15,ENST00000244751,CPNE5,chr6:36708556-36807778 ,-38,376-423,191-238,UTR5,-852.8,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
16,ENST00000433855,KCNA6,chr12:4918343-4960277 ,-37.4,389-454,2508-2573,UTR3,-2006.5,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
17,ENST00000338343,FBXL19,chr16:30935419-30960104 ,-37.4,1950-2003,2697-2750,UTR3,-747.6,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
18,ENST00000203166,HAUS5,chr19:36103673-36116251 ,-37.1,372-423,3946-3997,UTR3,-1559.6,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
19,ENST00000397077,ATP2B2,chr3:10365708-10749716 ,-37,367-415,5992-6040,UTR3,-3453.2,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
20,ENST00000512055,CPNE4,chr3:131252410-132004254 ,-37,370-419,1716-1765,UTR5,-2636.2,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
21,ENST00000407242,LRRC32,chr11:76368570-76381044 ,-37,364-423,3475-3534,UTR3,-1462.7,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
22,ENST00000215574,CDC34,chr19:531715-542092 ,-36.9,795-845,653-703,CDS,-298.6,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
23,ENST00000562182,RP11-744K17.1,chr17:21919352-21924060 ,-36.8,427-478,1741-1792,ncRNA,-2686.5,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
24,ENST00000361900,SCAMP5,chr15:75287940-75313836 ,-36.8,266-316,1820-1870,UTR3,-1158.1,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
25,ENST00000532886,RP11-627G23.1,chr11:134349194-134375555 ,-36.8,1946-2002,2801-2857,ncRNA,-2154.6,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
26,ENST00000407684,GAREML,chr2:26403586-26412513 ,-36.7,373-423,248-298,UTR5,-1439.1,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
27,ENST00000204604,CHRD,chr3:184097862-184107617 ,-36.6,266-313,3215-3262,UTR3,-850,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
28,ENST00000356006,RP11-544M22.1,chr1:160902256-160919712 ,-36.5,787-836,1246-1295,ncRNA,-951.5,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
29,ENST00000608999,PPP1R12B,chr1:202317828-202561834 ,-36.5,375-423,9745-9793,UTR3,-7507.5,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
30,ENST00000370728,LPHN2,chr1:81771852-82458106 ,-36.4,353-404,Oct-61,UTR5,-3630.3,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
31,ENST00000582783,C19orf47,chr19:40825444-40854434 ,-36.4,785-848,3142-3205,UTR3,-1310.5,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
32,ENST00000607832,RP11-627J17.1,chr3:33185597-33189213 ,-36.4,360-423,173-236,ncRNA,-265.2,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
33,ENST00000341697,SEMA6C,chr1:151104184-151119087 ,-36.2,372-419,1286-1333,UTR5,-1257.7,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
34,ENST00000513207,RP11-452H21.4,chr11:78135029-78140882 ,-36.1,891-947,397-453,ncRNA,-1080.9,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
35,ENST00000230419,PTK7,chr6:43044007-43129457 ,-36.1,374-423,3969-4018,UTR3,-816.2,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
36,ENST00000292211,UBE2Q1,chr1:154521054-154531109 ,-36,368-415,2321-2368,UTR3,-1621.8,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
37,ENST00000360270,MSN,chrX:64887538-64961791 ,-35.9,425-477,2733-2785,UTR3,-1512.4,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
38,ENST00000270458,CACNG8,chr19:54466295-54493469 ,-35.9,1379-1426,4502-4549,UTR3,-2521.5,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
39,ENST00000447315,RP11-552E20.4,chr6:40326484-40337213 ,-35.8,372-423,410-461,ncRNA,-411.6,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
40,ENST00000439120,AC004540.5,chr7:26438214-26533876 ,-35.8,367-414,830-877,ncRNA,-233.1,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
41,ENST00000418758,AC004540.5,chr7:26438352-26538594 ,-35.8,367-414,869-916,ncRNA,-1446.8,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
42,ENST00000585940,CTD-2537I9.12,chr19:56173279-56186076 ,-35.8,793-849,442-498,ncRNA,-370.4,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
43,ENST00000589456,CTD-2537I9.12,chr19:56173268-56186081 ,-35.8,793-849,435-491,ncRNA,-416.8,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
44,ENST00000509750,RP11-5N11.2,chr5:31657326-31665174 ,-35.8,1966-2019,347-400,ncRNA,-351.7,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
45,ENST00000458468,LINC00478,chr21:17442843-17982094 ,-35.8,353-406,1369-1422,ncRNA,-2119.3,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
46,ENST00000353874,SNX1,chr15:64388178-64436433 ,-35.7,374-422,7492-7540,UTR3,-4509.6,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
47,ENST00000580161,TBC1D29,chr17:28884131-28890511 ,-35.6,787-836,2924-2973,"CDS,stop_codon",-834.4,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
48,ENST00000541682,HES7,chr17:8023909-8027402 ,-35.6,373-420,1038-1085,UTR3,-497.4,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
49,ENST00000538872,IQSEC3,chr12:175932-287626 ,-35.6,1552-1599,5564-5611,UTR3,-1569.5,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
50,ENST00000599035,LGALS7,chr19:39262525-39264072 ,-35.5,427-476,166-215,UTR5,-254,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
51,ENST00000590478,RP11-799D4.4,chr17:33558470-33569982 ,-35.4,800-849,1416-1465,ncRNA,-1082.6,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
52,ENST00000014914,GPRC5A,chr12:13043717-13070871 ,-35.4,351-421,2733-2803,UTR3,-3300.8,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
53,ENST00000334221,C1QL4,chr12:49726201-49730971 ,-35.4,374-423,1442-1491,UTR3,-386.7,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
54,ENST00000368324,SYT11,chr1:155829301-155854990 ,-35.4,374-423,4311-4360,UTR3,-2460.9,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
55,ENST00000403050,PHF14,chr7:11013500-11143282 ,-35.3,88-137,254-303,UTR5,-2350,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
56,ENST00000355327,THSD4,chr15:71389292-72075722 ,-35.3,394-457,8459-8522,UTR3,-3952.3,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
57,ENST00000278559,CAPN5,chr11:76777989-76837201 ,-35.3,792-841,1084-1133,CDS,-1293.9,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
58,ENST00000397412,CRAMP1L,chr16:1662327-1727909 ,-35.3,372-423,5284-5335,UTR3,-2410.6,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
59,ENST00000429829,XIST,chrX:73040492-73072588 ,-35.2,368-416,12005-12053,ncRNA,-12110.6,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
60,ENST00000433732,XIST,chrX:73047545-73049302 ,-35.2,368-416,459-507,ncRNA,-630.9,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
61,ENST00000395957,YWHAZ,chr8:101928754-101965211 ,-35.1,356-417,2649-2710,UTR3,-3514,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
62,ENST00000422216,RP1-18D14.7,chr1:47691470-47696422 ,-35.1,371-423,3861-3913,ncRNA,-1477.4,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
63,ENST00000216268,ZBED4,chr22:50247491-50283726 ,-35.1,376-423,1006-1053,CDS,-2942.9,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
64,ENST00000585718,hsa-mir-7515,chr2:6777817-6779257 ,-35.1,370-423,678-731,ncRNA,-496.3,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
65,ENST00000603875,RP11-379K22.3,chr15:80872371-80872907 ,-35.1,348-406,327-385,ncRNA,-283.8,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
66,ENST00000303045,COL22A1,chr8:139600479-139926236 ,-35,356-423,30-97,UTR5,-1719.3,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
67,ENST00000446023,MGAT1,chr5:180217549-180236829 ,-35,813-861,389-437,UTR5,-1133.6,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
68,ENST00000532828,ZNF585B,chr19:37672482-37701451 ,-35,374-421,5257-5304,UTR3,-2880.2,ENST00000565748,ENSG00000261604.1
,,,,,,,,,ENST00000565748,ENSG00000261604.1
69,ENST00000437730,OSER1-AS1,chr20:42839633-42854667 ,-35,360-413,1166-1219,ncRNA,-536.7,ENST00000565748,ENSG00000261604.1
